Type,cue,name,movie
UNIT ,0 - 7000,Swastika,ut_306_swastik_f.mp4
UNIT ,0 - 7000,Kumbha,ut_307_kumbha_f.mp4
UNIT ,0 - 7000,Ardha-chauka,ut_308_archauk_f.mp4
UNIT ,0 - 7000,Chauka,ut_309_chaukapada_f.mp4
UNIT ,0 - 7000,Mandala,ut_310_mandala_f.mp4
UNIT ,,Trasya,ut_311_trasya_f.mp4
UNIT ,,Dhanu,ut_312_dhanu_f.mp4
UNIT ,,Prusthadhanu,ut_313_prustha_f.mp4
UNIT ,,Suchi,ut_314_suchi_f.mp4
UNIT ,,Kunchita,ut_315_kunchi_f.mp4
UNIT ,,Vilagna Parshani,ut_316_vilag_f.mp4
UNIT ,0 - 7000,Trasya,ut_311_trasya_f.mp4
UNIT ,0 - 7000,Dhanu,ut_312_dhanu_f.mp4
UNIT ,0 - 7000,Prustha dhanu,ut_313_prustha_f.mp4
UNIT ,0 - 7000,Suchi,ut_314_suchi_f.mp4
UNIT ,0 - 7000,Kunchita,ut_315_kunchi_f.mp4
UNIT ,0 - 7000,Vilagna Parshani,ut_316_vilag_f.mp4
UNIT ,,Anukunchita,ut_317_anukun_f.mp4
UNIT ,,Gharshita,ut_318_ghars_f.mp4
UNIT ,,Utparshani,ut_319_utpar_f.mp4
UNIT ,0 - 7000,Anukunchita,ut_317_anukun_f.mp4
UNIT ,0 - 7000,Gharshita,ut_318_ghars_f.mp4
UNIT ,0 - 7000,Utparshani,ut_319_utpar_f.mp4
UNIT ,,Ashrita,ut_320_ashri_f.mp4
UNIT ,,Meenapuccha,ut_321_meena_f.mp4
UNIT ,,Lolita,ut_322_lalita_f.mp4
UNIT ,,Uttolita,ut_323_utta_f.mp4
UNIT ,,Ullolita,ut_324_ullo_f.mp4
UNIT ,,Janu Ashrita,ut_325_januas_f.mp4
UNIT ,,Nupura,ut_326_nupura_f.mp4
UNIT ,,Alidha,ut_327_alidh_f.mp4
UNIT ,,Pratyalidha,ut_328_pratya_f.mp4
UNIT ,,Bandhani,ut_329_bandh_f.mp4
UNIT ,,Ekapada,ut_330_ekapada_f.mp4
UNIT ,,Janghashrita,ut_331_jangh_f.mp4
UNIT ,,Mahapada,ut_332_mahap_f.mp4
UNIT ,,Prushta Mahapada,ut_333_prushtham_f.mp4
UNIT ,0 - 7000,Ashrita,ut_320_ashri_f.mp4
UNIT ,0 - 7000,Meenapuccha,ut_321_meena_f.mp4
UNIT ,0 - 7000,Lolita,ut_322_lalita_f.mp4
UNIT ,0 - 7000,Uttolita,ut_323_utta_f.mp4
UNIT ,0 - 7000,Ullolita,ut_324_ullo_f.mp4
UNIT ,0 - 7000,Janu Ashrita,ut_325_januas_f.mp4
UNIT ,0 - 7000,Nupura,ut_326_nupura_f.mp4
UNIT ,0 - 7000,Alidha,ut_327_alidh_f.mp4
UNIT ,0 - 7000,Pratyalidha,ut_328_pratya_f.mp4
UNIT ,0 - 7000,Bandhani,ut_329_bandh_f.mp4
UNIT ,0 - 7000,Ekapada,ut_330_ekapada_f.mp4
UNIT ,0 - 7000,Janghashrita,ut_331_jangh_f.mp4
UNIT ,0 - 7000,MahaPada,ut_332_mahap_f.mp4
UNIT ,0 - 7000,Prushta Mahapada,ut_333_prushtham_f.mp4
UNIT ,,Bamachala - Dakshyachala,ut_501_bamdaksh_f.mp4
UNIT ,,Agrachala - Prushthachala,ut_502_agraprushth_f.mp4
UNIT ,,Prachala,ut_503_prachala_f.mp4
UNIT ,0 - 7000,Bamachala - Dakshyachala,ut_501_bamdaksh_f.mp4
UNIT ,0 - 7000,Agrachala - Prushthachala,ut_502_agraprushth_f.mp4
UNIT ,0 - 7000,Prachala,ut_503_prachala_f.mp4
UNIT ,,1,ut_601_sam1_f.mp4
UNIT ,,2,ut_602_sam2_f.mp4
UNIT ,,3,ut_603_sam3_f.mp4
UNIT ,,4,ut_604_sam4_f.mp4
UNIT ,,5,ut_605_sam5_f.mp4
UNIT ,,6,ut_606_sam6_f.mp4
UNIT ,,7,ut_607_sam7_f.mp4
UNIT ,,8,ut_608_sam8_f.mp4
UNIT ,,9,ut_609_sam9_f.mp4
UNIT ,,10,ut_610_sam10_f.mp4
UNIT ,,1,ut_611_chauk1_f.mp4
UNIT ,,2,ut_612_chauk2_f.mp4
UNIT ,,3,ut_613_chauk3_f.mp4
UNIT ,,4,ut_614_chauk4_f.mp4
UNIT ,,5,ut_615_chauk5_f.mp4
UNIT ,,6,ut_616_chauk6_f.mp4
UNIT ,,7,ut_617_chauk7_f.mp4
UNIT ,,8,ut_618_chauk8_f.mp4
UNIT ,,9,ut_619_chauk9_f.mp4
UNIT ,,10,ut_620_chauk10_f.mp4
UNIT ,,1,ut_621_tri1_f.mp4
UNIT ,,2,ut_622_tri2_f.mp4
UNIT ,,3,ut_623_tri3_f.mp4
UNIT ,,4,ut_624_tri4_f.mp4
UNIT ,,5,ut_625_tri5_f.mp4
UNIT ,,6,ut_626_tri16_f.mp4
UNIT ,,7,ut_627_tri7_f.mp4
UNIT ,,8,ut_628_tri8_f.mp4
UNIT ,,9,ut_629_tri9_f.mp4
UNIT ,,10,ut_630_tri10_f.mp4
UNIT ,,1,ut_601_sam1_f.mp4
UNIT ,,2,ut_602_sam2_f.mp4
UNIT ,,3,ut_603_sam3_f.mp4
UNIT ,,4,ut_604_sam4_f.mp4
UNIT ,,5,ut_605_sam5_f.mp4
UNIT ,,6,ut_606_sam6_f.mp4
UNIT ,,7,ut_607_sam7_f.mp4
UNIT ,,8,ut_608_sam8_f.mp4
UNIT ,,9,ut_609_sam9_f.mp4
UNIT ,,10,ut_610_sam10_f.mp4
UNIT ,,1,ut_611_chauk1_f.mp4
UNIT ,,2,ut_612_chauk2_f.mp4
UNIT ,,3,ut_613_chauk3_f.mp4
UNIT ,,4,ut_614_chauk4_f.mp4
UNIT ,,5,ut_615_chauk5_f.mp4
UNIT ,,6,ut_616_chauk6_f.mp4
UNIT ,,7,ut_617_chauk7_f.mp4
UNIT ,,8,ut_618_chauk8_f.mp4
UNIT ,,9,ut_619_chauk9_f.mp4
UNIT ,,10,ut_620_chauk10_f.mp4
UNIT ,,1,ut_621_tri1_f.mp4
UNIT ,,2,ut_622_tri2_f.mp4
UNIT ,,3,ut_623_tri3_f.mp4
UNIT ,,4,ut_624_tri4_f.mp4
UNIT ,,5,ut_625_tri5_f.mp4
UNIT ,,6,ut_626_tri16_f.mp4
UNIT ,,7,ut_627_tri7_f.mp4
UNIT ,,8,ut_628_tri8_f.mp4
UNIT ,,9,ut_629_tri9_f.mp4
UNIT ,,10,ut_630_tri10_f.mp4
UNIT ,,Ardha,ut_801_ardhabh_f.mp4
UNIT ,,Veshtita,ut_802_vesht_f.mp4
UNIT ,,Chauka,ut_803_ekchauk_f.mp4
UNIT ,,Ullolita,ut_804_ull_f.mp4
UNIT ,,Chauka,ut_805_chakrachauk_f.mp4
UNIT ,,Uthparshini,ut_806_chakraut_f.mp4
UNIT ,,Parshachira,ut_807_parshach_f.mp4
UNIT ,,Prushtadhanu,ut_808_kunprush_f.mp4
UNIT ,,Trasya,ut_809_kuntras_f.mp4
UNIT ,,Chauka,ut_810_vipchauk_f.mp4
UNIT ,,Tribhangi,ut_811_viptri_f.mp4
UNIT ,,Chauka,ut_812_utpchauk_f.mp4
UNIT ,,Purna,ut_813_utpur_f.mp4
UNIT ,,Thiya,ut_814_garudthi_f.mp4
UNIT ,,Bosa,ut_815_garudbos_f.mp4
UNIT ,,Chhanda,ut_816_balachh_f.mp4
UNIT ,,Viparita,ut_817_balavip_f.mp4
UNIT ,,Chhapka,ut_818_balachap_f.mp4
UNIT ,,Akash,ut_819_kash_f.mp4
UNIT ,,Prithvi,ut_820_prith_f.mp4
UNIT ,,Anga,ut_821_anga_f.mp4
UNIT ,,Bakshya,ut_822_baksha_f.mp4
UNIT ,0 - 7000,Ardha,ut_801_ardhabh_f.mp4
UNIT ,0 - 7000,Veshtita,ut_802_vesht_f.mp4
UNIT ,0 - 7000,Chauka,ut_803_ekchauk_f.mp4
UNIT ,0 - 7000,Chauka,ut_805_chakrachauk_f.mp4
UNIT ,0 - 7000,Prushtadhanu,ut_808_kunprush_f.mp4
UNIT ,0 - 7000,Chauka,ut_810_vipchauk_f.mp4
UNIT ,0 - 7000,Chauka,ut_812_utpchauk_f.mp4
UNIT ,0 - 7000,Thiya,ut_814_garudthi_f.mp4
UNIT ,0 - 7000,Chhanda,ut_816_balachh_f.mp4
UNIT ,0 - 7000,Akash,ut_819_kash_f.mp4
UNIT ,0 - 7000,Prithvi,ut_820_prith_f.mp4
UNIT ,0 - 7000,Anga,ut_821_anga_f.mp4
UNIT ,0 - 7000,Bakshya,ut_822_baksha_f.mp4
UNIT ,,Hamsi,ut_901_hams_f.mp4
UNIT ,,Mayuri,ut_902_mayu_f.mp4
UNIT ,,Mrugi,ut_903_mru_f.mp4
UNIT ,,Gajalila,ut_904_gaja_f.mp4
UNIT ,,Turangini,ut_905_turan_f.mp4
UNIT ,,Singhi/simhi,ut_906_simhi_f.mp4
UNIT ,,Bhujangi,ut_907_bhuj_f.mp4
UNIT ,,Manduki,ut_908_mand_f.mp4
UNIT ,,Manavi,ut_910_manav_f.mp4
UNIT ,0 - 7000,Hamsi,ut_901_hams_f.mp4
UNIT ,0 - 7000,Mayuri,ut_902_mayu_f.mp4
UNIT ,0 - 7000,Mrugi,ut_903_mru_f.mp4
UNIT ,0 - 7000,Gajalila,ut_904_gaja_f.mp4
UNIT ,0 - 7000,Turangini,ut_905_turan_f.mp4
UNIT ,0 - 7000,Singhi/simhi,ut_906_simhi_f.mp4
UNIT ,0 - 7000,Bhujangi,ut_907_bhuj_f.mp4
UNIT ,0 - 7000,Manduki,ut_908_mand_f.mp4
UNIT ,0 - 7000,Manavi,ut_910_manav_f.mp4
UNIT ,,Original 1,ut_1001_01_karor_f.mp4
UNIT ,,Transformed 1,ut_1002_01_kartrans_f.mp4
UNIT ,,Original 2,ut_1001_02_karor_f.mp4
UNIT ,,Transformed 2,ut_1002_02_kartrans_f.mp4
UNIT ,,Original 1,ut_1003_01_danor_f.mp4
UNIT ,,Transformed 1,ut_1004_01_dantrans_f.mp4
UNIT ,,Original 2,ut_1003_02_danor_f.mp4
UNIT ,,Transformed 2A,ut_1004_02_dantrans1_f.mp4
UNIT ,,Transformed 2B,ut_1004_02_dantrans2_f.mp4
UNIT ,,Original 1,ut_1005_01_paikor_f.mp4
UNIT ,,Transformed 2,ut_1006_01_paiktrans_f.mp4
UNIT ,,Original 2,ut_1005_02_paikor_f.mp4
UNIT ,,Transformed 2,ut_1006_02_paiktrans_f.mp4
UNIT ,,Original 1,ut_1007_01_chhauor_f.mp4
UNIT ,,Transformed 1,ut_1008_01_chhtrans_f.mp4
UNIT ,,Original 2,ut_1007_02_chhauor_f.mp4
UNIT ,,Transformed 2,ut_1008_02_chhtrans_f.mp4
UNIT ,,Original & Transformed 1,ut_1009_sambor_f.mp4
UNIT ,,Original & Transformed 2,ut_1010_sambor_f.mp4
UNIT ,,Original & Transformed 3,ut_1011_sambor_f.mp4
UNIT ,,Original,ut_1012_mahaor_f.mp4
UNIT ,,Transformed,ut_1013_mahatrans_f.mp4
UNIT ,,Original,ut_1014_gotior_f.mp4
UNIT ,,Transformed,ut_1015_gotitrans_f.mp4
UNIT ,,Original 1,ut_1001_01_karor_f.mp4
UNIT ,,Transformed 1,ut_1002_01_kartrans_f.mp4
UNIT ,,Original 2,ut_1001_02_karor_f.mp4
UNIT ,,Transformed 2,ut_1002_02_kartrans_f.mp4
UNIT ,,Original 1,ut_1003_01_danor_f.mp4
UNIT ,,Transformed 1,ut_1004_01_dantrans_f.mp4
UNIT ,,Original 2,ut_1003_02_danor_f.mp4
UNIT ,,Transformed 2A,ut_1004_02_dantrans1_f.mp4
UNIT ,,Transformed 2B,ut_1004_02_dantrans2_f.mp4
UNIT ,,Original 1,ut_1005_01_paikor_f.mp4
UNIT ,,Transformed 2,ut_1006_01_paiktrans_f.mp4
UNIT ,,Original 2,ut_1005_02_paikor_f.mp4
UNIT ,,Transformed 2,ut_1006_02_paiktrans_f.mp4
UNIT ,,Original 1,ut_1007_01_chhauor_f.mp4
UNIT ,,Transformed 1,ut_1008_01_chhtrans_f.mp4
UNIT ,,Original 2,ut_1007_02_chhauor_f.mp4
UNIT ,,Transformed 2,ut_1008_02_chhtrans_f.mp4
UNIT ,,Original & Transformed 1,ut_1009_sambor_f.mp4
UNIT ,,Original & Transformed 2,ut_1010_sambor_f.mp4
UNIT ,,Original & Transformed 3,ut_1011_sambor_f.mp4
UNIT ,,Original,ut_1012_mahaor_f.mp4
UNIT ,,Transformed,ut_1013_mahatrans_f.mp4
UNIT ,,Original,ut_1014_gotior_f.mp4
UNIT ,,Transformed,ut_1015_gotitrans_f.mp4
SEQUENCE,,Bhoomipranam,sq_001_bhoomi_f.mp4
SEQUENCE,,Durga Stuti,sq_101_mangalacharan1_f.mp4
SEQUENCE,,Ganesh Bandana,sq_102_mangalacharan2_f.mp4
SEQUENCE,,Sabhapranam,sq_103_mangalacharan3_f.mp4
SEQUENCE,0 - 7000,Bhoomipranam,sq_001_bhoomi_f.mp4
SEQUENCE,0 - 7000,Durga Stuti,sq_101_mangalacharan1_f.mp4
SEQUENCE,0 - 7000,Ganesh Bandana,sq_102_mangalacharan2_f.mp4
SEQUENCE,0 - 7000,Sabhapranam,sq_103_mangalacharan3_f.mp4
SEQUENCE,,Sthiti,sq_201_sthiti_f.mp4
SEQUENCE,,Sthayi - Pankaj Charan Das,sq_202_GPDsthayi_f.mp4
SEQUENCE,,Battu - Kelucharan Mahapatra,sq_203_battu_f.mp4
SEQUENCE,,Konark Kanti,sq_204_konark_f.mp4
SEQUENCE,0 - 7000,Sthiti,sq_201_sthiti_f.mp4
SEQUENCE,0 - 7000,Sthayi - Pankaj Charan Das,sq_202_GPDsthayi_f.mp4
SEQUENCE,0 - 7000,Battu - Kelucharan Mahapatra,sq_203_battu_f.mp4
SEQUENCE,0 - 7000,Konark kanti,sq_204_konark_f.mp4
SEQUENCE,,Raga Rageshri,sq_301_pallavi_f.mp4
SEQUENCE,,Raga Hamsadhwani,sq_302_pallavi2_f.mp4
SEQUENCE,0 - 7000,Raga Rageshri,sq_301_pallavi_f.mp4
SEQUENCE,0 - 7000,Raga Hamsadhwani,sq_302_pallavi2_f.mp4
SEQUENCE,,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,0 - 7000,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,0 - 7000,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,0 - 7000,Moksha,sq_501_moksha_f.mp4
SEQUENCE,0 - 7000,Moksha,sq_501_moksha_f.mp4
SEQUENCE,,1,sq_601_pc1_f.mp4
SEQUENCE,,2,sq_602_pc2_f.mp4
SEQUENCE,,3,sq_603_pc3_f.mp4
SEQUENCE,,4,sq_604_pc4_f.mp4
SEQUENCE,0 - 7000,1,sq_601_pc1_f.mp4
SEQUENCE,0 - 7000,2,sq_602_pc2_f.mp4
SEQUENCE,0 - 7000,3,sq_603_pc3_f.mp4
SEQUENCE,0 - 7000,4,sq_604_pc4_f.mp4
SEQUENCE,0 - 7000,Vilasini Solo,sq_501_vilasini_f.mp4
SEQUENCE,0 - 7000,Chalo Chalo Solo,sq_502_chalo_f.mp4
SEQUENCE,0 - 7000,Gatibilas (Simha),sq_503_gatibilasl_f.mp4
SEQUENCE,0 - 7000,Gatibilas (Hamsa),sq_504_gatibilash_f.mp4
SEQUENCE,0 - 7000,Debi Bharani,sq_505_debi_f.mp4
SEQUENCE,0 - 7000,Kundalika,sq_506_kundalika_f.mp4
SEQUENCE,0 - 7000,Abahani,sq_507_abahani_f.mp4
SEQUENCE,0 - 7000,Dasavatara,sq_508_dasa_f.mp4
SEQUENCE,0 - 7000,Abartan Bibartan,sq_509_ABBB_f.mp4
SEQUENCE,0 - 7000,Murchhana,sq_510_murch_f.mp4
SEQUENCE,0 - 7000,Shiv Parvathi Sabda,sq_511_sabda_f.mp4
SEQUENCE,0 - 7000,Sthayi & Sanchari Bhava,sq_512_sthsan_f.mp4
SEQUENCE,0 - 7000,Chalo Chalo,sq_502_chalo_f.mp4
SEQUENCE,0 - 7000,Vilasini,sq_501_vilasini_f.mp4
SEQUENCE,,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,,Sthayi & Sanchari Bhava,sq_512_sthsan_f.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Introduction,ct_704_mardala.mp4
CONTEXT,,Current practices,ct_705_mardcurr.mp4
CONTEXT,,Dhaneshwar Swain,ct_705_dhanswa.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_104_mahari.mp4
CONTEXT,0 - 7000,Mahari,ct_104_mahari.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Costume & Ornament,ct_307_costu_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_103_mahari.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Odissi Mrudanga,ct_703_percussion.mp4
CONTEXT,0 - 7000,Sthayi & Sanchari Bhava,ct_1806_bhav_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_103_mahari.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4